"code","target","feedback","criticality","trust","question"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"cr","Care received","Nothing a brilliant ward the nursing staff work extremely hard","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing all my needs were catered for.","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing all nurses helped me with my needs","3","Trust C","Trust C - Q1"
"ss","Staff","Nothing as all Ward staff was brilliant","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing at all","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing at all","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing at all","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing at all","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing at all","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing at all. Everything was perfect.","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing at all. The team on XXX are one of a kind, they were so closely together to decipher the best professional and personalised care.they supported e emotionally and physically. It’s the best ward in the hospital it’s home from home where I feel safe","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing been happy with everything","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing been happy with everything","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing better could have been done thank you","3","Trust C","Trust C - Q1"
"cc","Care received","Nothing care was amazing, staff amazing thank you 😀","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing could be better, thank you","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing could be done better. Service was exceptional.","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing else was perfect","3","Trust C","Trust C - Q1"
"sa","Staff","Nothing everyone was lovely","2","Trust C","Trust C - Q1"
"xe","Miscellaneous","Nothing everything good","3","Trust C","Trust C - Q1"
"xe","Miscellaneous","Nothing everything was perfect","3","Trust C","Trust C - Q1"
"xe","Miscellaneous","Nothing everything was spot on","3","Trust C","Trust C - Q1"
"xe","Miscellaneous","Nothing excellent service","3","Trust C","Trust C - Q1"
"xe","Miscellaneous","Nothing I can think of.","3","Trust C","Trust C - Q1"
"xe","Miscellaneous","Nothing I have received the very best care and I will always be so grateful to our wonderful nhs.","4","Trust C","Trust C - Q1"
"xe","Miscellaneous","Nothing I was entirely happy with my experience during my stay","3","Trust C","Trust C - Q1"
"sa","Staff","Nothing is a problem, all of the staff are friendly and approachable. They make you feel at ease","3","Trust C","Trust C - Q1"
"sa","Staff","Nothing is to much trouble and the care is excellent","3","Trust C","Trust C - Q1"
"ss","Staff","Nothing is too much for the staff","2","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing it was perfect","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing it’s been perfect","3","Trust C","Trust C - Q1"
"cc","Care received","Nothing perfect care from start to finish my first time staying in hospital I was so nervous but all staff treated me like family. Thank you F22","2","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing really","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing serious and staff were first class.  Thank you all","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing that I can think of","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing the staff was extremely good","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing they are amazing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing they hurry to help'","3","Trust C","Trust C - Q1"
"sa","Staff","Nothing too much trouble","2","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing too much trouble for anyone all staff lovely","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing too much trouble for staff","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","nothing was all good","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing was ok","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing was too much trouble they were all very kind and caring. I have nothing but praise to say for each one of them and a big thank you","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing was too much trouble","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing was too much trouble from start to finish.","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing was too much trouble, made my stay so much easier. Managed my pain when I needed it. Thank you","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing well organised delightful nursing staff nothing was too much trouble","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing went wrong and everyone was nice","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing whole ward and team great as usual thank you","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing wrong","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing you been fantastic great staff friendly","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing, a great experience","3","Trust C","Trust C - Q1"
"xe","Miscellaneous","Nothing, been pleased with everything","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing.","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing.","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing. Best ward I’ve been in.","3","Trust C","Trust C - Q1"
"sp","Staff","Nothing. Could not have been cared for any better by a staff of lovely nurses and doctors. I owe my life to them","4","Trust C","Trust C - Q1"
"xe","Miscellaneous","Nothing.... nothing better they can do to improve. Already great","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing😊","3","Trust C","Trust C - Q1"
"ss","Staff","Nurse are always excellent and a a marvellous job.","2","Trust C","Trust C - Q1"
"sa","Staff","Nurse so nice fully supportive","2","Trust C","Trust C - Q1"
"ss","Staff","Nurses","1","Trust C","Trust C - Q1"
"ss","Staff","Nurses","1","Trust C","Trust C - Q1"
"ss","Staff","Nurses","1","Trust C","Trust C - Q1"
"ss","Staff","Nurses","1","Trust C","Trust C - Q1"
"ss","Staff","Nurses","1","Trust C","Trust C - Q1"
"ss","Staff","Nurses","1","Trust C","Trust C - Q1"
"ss","Staff","Nurses  Doctors and staff were amazing  The best hospital I have stayed","3","Trust C","Trust C - Q1"
"ss","Staff","Nurses always thinking of me","2","Trust C","Trust C - Q1"
"ss","Staff","Nurses and all staff","2","Trust C","Trust C - Q1"
"ss","Staff","Nurses and all staff","2","Trust C","Trust C - Q1"
"ss","Staff","Nurses and all staff","2","Trust C","Trust C - Q1"
"ss","Staff","Nurses and careers have been amazing  Very helpful Nothing is too much trouble","3","Trust C","Trust C - Q1"
"ss","Staff","Nurses and doctors and all support staff were amazing","4","Trust C","Trust C - Q1"
"sa","Staff","Nurses and doctors kind and sweet","2","Trust C","Trust C - Q1"
